,title,genre,year,date,rating,vote_count,plot,main_act,supp_act,page_url,img_url
1366,콜 오브 와일드,모험|드라마|가족,2020,5.14,8.85,514,"  년대 골드러시 시대, 금광이 발견되었다는 소식에 일확천금을 노린 수많은 사람들이 알래스카로 몰려든다. 따뜻한 캘리포니아의 부유한 가정에서 길러지던 개   한순간 납치되어 알래스카 유콘으로 팔려가게 되고 안락했던 과거와는 전혀 다른 삶이 시작된다. 광활한 대자연, 거친 약육강식의 세계 속 우편배달 썰매견 팀의 신참이 된   끊임없는 역경이 그를 찾아오지만, 진정한 용기는   점차 팀의 리더 자리에 오르게 하는데… 야성의 부름에 응답하라! 위대한 여정이 펼쳐진다!",해리슨 포드,오마 사이|카렌 길런|카라 지|댄 스티븐스|브래드리 휘트포드,https://movie.naver.com/movie/bi/mi/basic.naver?code=192147,https://movie-phinf.pstatic.net/20200424_244/15877173340564jLDG_JPEG/movie_image.jpg?type=m77_110_2
1367,콜리니 케이스,범죄|드라마|스릴러,2020,7.3,9.26,168,세계적인 베스트셀러 원작의 명품 법정 스릴러! 호텔 스위트룸에서 발생한 대기업회장 살인사건! 침묵하는 피고인     신입 국선변호인. 낯익은 한자루의 총 안에 숨겨진 비밀! 진실에 다가 갈수록 사건은 전혀 예상치 못한 방향으로 전개되는데.. 남은 시간   사건 뒤에 숨겨진 거대한 진실을 밝혀라!,엘리아스 므바렉|프랑코 네로,알렉산드라 마리아 라라|피아 스투젠슈테인|만프레드 자파트카|야니스 니에브외너|하이너 라우터바흐,https://movie.naver.com/movie/bi/mi/basic.naver?code=194322,https://movie-phinf.pstatic.net/20200716_227/1594861049948i6y2x_JPEG/movie_image.jpg?type=m77_110_2
1368,콴타: 외계와의 조우,SF,2020,11.18,7.0,2,"오랜 세월 새로운 통신 기술을 연구해 온   대학의 후원을 받아 천재적 두뇌를 가진   연구를 이어간다. 그러던 어느 날, 우연히 통신기로 외계의 시그널을 감지한   욕망에 눈이 먼 그는 위험한 실험을 감행하고 놀라운 변화를 맞이한다. 그러나, 실험의 부작용으로   점점 원래의 모습을 잃어가는데… 외계 생명체와의 최초의 접촉! 과연 인류에게 축복인가 재앙인가 ",마크 레드패스|앤서니 탈리아,스티븐 데게나로|프랭크 파지오|필립 헤이든|캔디스 리이스크,https://movie.naver.com/movie/bi/mi/basic.naver?code=190571,https://movie-phinf.pstatic.net/20201119_185/1605764175251Wxtci_JPEG/movie_image.jpg?type=m77_110_2
1369,퀸 오브 아이스,드라마,2020,3.26,6.88,8,"어린 시절부터 스케이팅에 남다른 재능을 보인 소냐 헤니. 올림픽 챔피언   기록과 함께, 발레로 익힌 예술성을 피겨에 접목한 아름다운 스케이팅으로 최초로 은반 위를 지배하는 세계적인 피겨스케이팅 스타가 된다. 이후 프로로 전향해 화려한 아이스쇼를 선보이던 그녀는 할리우드로 무대를 옮겨 2 세기 폭스와 계약을 맺고 출연한 영화마다 대박을 터뜨리며 할리우드 명예의 전당까지 오르는 무서운 성공가도를 달린다. 세계 최고의 피겨 스케이터에서 할리우드의 스타가 된 소냐는 언제나 가족들과 팬 그리고 연인들에게 둘러싸여 하루하루 달콤한 쾌락에 빠져 간다. 하지만 소냐의 행복은 잠시뿐, 공연 기획자이자 아서 월츠가 갑자기 등을 돌리고 그녀는 내리막길을 걷게 된다. 그동안 소냐에게 쏟아졌던 화려한 스포트라이트가 하나 둘 사라지고 소냐는 지금까지 겪어 보지 못한 현실에 좌절하게 되는데… 시대를 앞서간 최초의 피겨 스타 은반 위의 전설 소냐 헤니의 모든 것!",이네 마리 빌만|발렌 케인|엘다르 스카르,안데르스 모르달|팔 스베르 하겐|말콤 아담스|에이단 맥카들,https://movie.naver.com/movie/bi/mi/basic.naver?code=182050,https://movie-phinf.pstatic.net/20200316_172/1584344885574KCEty_JPEG/movie_image.jpg?type=m77_110_2
1370,큐리오사,드라마|멜로/로맨스,2020,8.06,6.8,15,"  파리. 자유로운 영혼의    노에미 메를랑  서로 사랑하지만,   부모님의 뜻을 따라   친구와 결혼을 한다. 상처받은   알제리로 떠나고, 그곳에서 예술적인 영감을 주는 매혹적인   만나 그녀의 누드사진을 찍기 시작한다.   되지 못했으니 연인이 돼 줄게.”   후. 애정 없는 결혼생활을 이어가던       함께 파리에 돌아왔다는 소식을 듣고 그를 찾아간다. 여전히 서로를 잊지 못하고 있던     은밀한 관계를 이어가고,     사진작품들을 보며 자신의 누드사진을 찍어달라고 하는데…   모델이 되고 싶어요. 도덕 따윈 아랑곳하지 않는 자세로.”",노에미 메를랑|니엘스 슈나이더|벤자민 라베른헤|카멜리아 조다나,아미라 카서|스칼리 딜페이랫,https://movie.naver.com/movie/bi/mi/basic.naver?code=185256,https://movie-phinf.pstatic.net/20200714_102/1594703818201BeHAY_JPEG/movie_image.jpg?type=m77_110_2
1371,크리스마스 연대기: 두 번째 이야기,코미디|가족,2020,11.25,9.36,169,"이렇게 불행할 수가! 엄마의 연애를 봐줄 수가 없는 케이트. 혼자 집에 가려 했는데, 북극에 떨어지고 만다. 게다가 못된 엘프가 크리스마스를 없애려 음모를 꾸미고 있다.",커트 러셀|골디 혼|다비 캠프,저지어 브루노|줄리안 데니슨|주다 루이스|킴벌리 윌리엄스-페이슬리|타이레스 깁슨,https://movie.naver.com/movie/bi/mi/basic.naver?code=199864,https://movie-phinf.pstatic.net/20201113_157/1605256529359fG8jh_JPEG/movie_image.jpg?type=m77_110_2
1372,클라라,멜로/로맨스,2020,3.1,7.5,6,우주 생명체 탐사에 집착하듯 매달려온 아이작 앞에 나타난 신비한 여인 클라라. 둘은 제임스 웹 망원경 발사에 앞서 배포된 테스트 데이터 속에서 거주 가능한 행성의 흔적을 찾는다. 그리고 무수한 우연 속에서 필연적으로 이끌린 두 사람은 마침내 특별한 이상 현상을 발견하게 되는데...,패트릭 J. 아담스|트로이안 벨리사리오,윌 보위스|에니스 에스머|크리스튼 헤거|제니퍼 데일,https://movie.naver.com/movie/bi/mi/basic.naver?code=179111,https://movie-phinf.pstatic.net/20200303_56/1583218780796U6UCF_JPEG/movie_image.jpg?type=m77_110_2
1373,클라운 돌,공포,2020,12.23,2.0,2,"양오빠와 아내 리사의 아이를 대신 임신한 레인. 두 사람은 출산을 앞둔 레인에게 집을 마련해 주고, 레인은 골동품 가게에서 소름 끼치는 광대 인형을 구입하여 집을 장식한다. 곧 알 수 없는 발신자로부터 낯선 전화가 걸려오지만 대수롭지 않게 여기는 레인. 한편 사랑하는 사람들이 하나둘 사라지기 시작하고 레인이 용의자로 떠오른다. 레인은 드디어 전화를 거는 남자가 광대 인형일지도 모른다고 의심한다. 이제 레인은 광대 인형이 정말 살아 있는 존재인지 알아내야 한다. 조금이라도 늦으면 그녀가 다음 희생양이 될지도 모른다.",,,https://movie.naver.com/movie/bi/mi/basic.naver?code=194341,https://movie-phinf.pstatic.net/20210121_256/1611213720532wxmw9_JPEG/movie_image.jpg?type=m77_110_2
1374,클로젯,미스터리|드라마,2020,2.05,6.4,6250,"갑작스러운 사고로 아내를   그의   상원은 소원해진 이나와의 관계를 회복하기 위해 새집으로 이사를 간다. 상원은 이나와 가까워지기 위해 노력하지만 어긋난 사이는 좀처럼 회복되지 않는다. 그러던 어느 날 이나가 새로운 친구가 생겼다며 웃기 시작한다. 하지만 평온도 잠시, 이나의 방 안에 있는  서 기이한 소리들이 들려오고 이나에게 이상 증세가 나타난다. 그리고 상원마저 이상한 꿈을 꾸기 시작한 지 얼마 후, 이나가 흔적도 없이 사라진다. 이나의 흔적을 쫓는 상원에게 의문의   찾아와 딸의 행방을 알고 있다며 가리킨 곳은 다름 아닌 이나의   1 년간 실종된 아이들의 행방을 쫓고 있는 경훈은 믿기 힘든 이야기를 꺼내고 상원은 딸을 찾을 수 있다는 마음으로 열어서는 안 될   향해 손을 뻗는데…",하정우|김남길|허율|김시아,신현빈|김수진|박지아|임현성|장이주|강신철,https://movie.naver.com/movie/bi/mi/basic.naver?code=181925,https://movie-phinf.pstatic.net/20200116_23/1579154974413LvtIf_JPEG/movie_image.jpg?type=m77_110_2
1375,키싱 부스 2,코미디|멜로/로맨스,2020,7.24,8.63,751,"하버드간 완벽한 롱디 남친에게 미모의 여사친이, 졸업반 엘에게는 섹시 전학생이 나타난다. 키싱부스가 맺어준 이 커플의 장거리 연애에는 달콤한 장애물이 너무 많은데… 아찔하게 돌아온 키싱부스  영업 개시!",조이 킹|조엘 코트니|제이콥 엘로디,조슈아 다니엘 에디,https://movie.naver.com/movie/bi/mi/basic.naver?code=184520,https://movie-phinf.pstatic.net/20200721_144/1595296434753BepRc_JPEG/movie_image.jpg?type=m77_110_2
1376,킬 모드,액션,2020,6.25,2.0,22,치명적인 바이러스가 전세계에 퍼지고 컴퍼니는 치료제를 내놓아 모든 것을 통제한다. 저항군은 컴퍼니가 바이러스를 퍼트렸다고 의심하고 컴퍼니는 특수부대를 투입하여 저항군을 몰살하려 한다. 드디어 음모를 밝히려는 저항군과 컴퍼니의 운명을 건 논스톱 전투가 시작되는데…,데이브 멘텔|줄리아 베이틀란|야스민 블레이크|시릴 구드스,실턴 첼리우스,https://movie.naver.com/movie/bi/mi/basic.naver?code=193063,https://movie-phinf.pstatic.net/20200512_52/1589251300151U04Rq_JPEG/movie_image.jpg?type=m77_110_2
1377,킬 스위치,SF,2020,7.01,5.62,16,"가까운 미래, 거대 에너지 기업   생명체가 존재하지 않는 지구   복제,   자원을 지구로 조달하려는 계획을 세운다. 하지만 계획과 달리   사람들까지 모두 복제되고, 급기야 두 세계는 서로의 질서를 무너뜨리며 공멸의 위기에 처한다. 유일하게 지구와   오갈 수 있는 물리학자   인류를 구할 최후의 생존 버튼   가지고   향하는데… 무너지는 두 세계, 막지 못하면 미래는 없다!",댄 스티븐스|베레니스 말로에,배스 케이저|티호 헤르난트|기즈스 숄텐 반 애샤트,https://movie.naver.com/movie/bi/mi/basic.naver?code=163334,https://movie-phinf.pstatic.net/20200629_132/1593419381501BzYt2_JPEG/movie_image.jpg?type=m77_110_2
1378,킬러맨,액션|범죄|드라마|미스터리|스릴러,2020,8.13,5.55,22,"뉴욕의 돈세탁 업자   파트너   함께 마약 거래에 뛰어들었다가 부패경찰의 함정으로 인해 기억상실증을 겪게 된다.   기억을 되찾으려 애쓰지만 돈과 마약을 찾으려는 부패경찰의 추격이 계속되고, 거대 조직의 보스인   삼촌은 뉴욕을 떠날 것을 명령한다. 자신을 쫓는 경찰들을 피해 다니던   총격으로 자신의 애인이 죽자 그들을 향한 복수를 시작하는데… 사라진 돈가방을 찾기 위한 숨막히는 추격이 시작된다!",리암 헴스워스|에모리 코헨,다이앤 게레로|수라즈 샤르마|스티비 파스코스키|마이크 모|존 나티엠포|즐라트코 버릭|니콜라 슈렐리|제이 허걸리,https://movie.naver.com/movie/bi/mi/basic.naver?code=171518,https://movie-phinf.pstatic.net/20200731_154/15961813416974Lo54_JPEG/movie_image.jpg?type=m77_110_2
1379,킬러의 보디가드 무삭제 특별판,액션|코미디,2020,5.2,8.69,48,"세상 제일 잘난 맛에 사는 섭외   앵그리 보디가드가 지명수배   구강 액션 지존 킬러를 보호하게 되면서 벌어지는 누가 누구를 지키는 지 모를, 서로 못 죽여서 안달 난 브로맨스 제로, 환장 케미의 킬링 액션 블록버스터",라이언 레이놀즈|사무엘 L. 잭슨,게리 올드만|셀마 헤이엑|에로디 영|조아큄 드 알메이다|로드 핼렛|크리스티 미첼|샘 하젤딘|리차드 E. 그랜트|조세핀 드 라 바움|오리 파이퍼|바리 아츠마|미카일 고레보이|앨런 맥켄나|티네 요스트라,https://movie.naver.com/movie/bi/mi/basic.naver?code=193806,https://movie-phinf.pstatic.net/20200525_300/15903683812082091p_JPEG/movie_image.jpg?type=m77_110_2
1380,킹 아더 카멜롯의 기사,액션|판타지,2020,7.23,3.5,4,전쟁에서 승리한 아더 왕은 결투자가 되어 은둔한다. 야욕을 가진 왕자는 귀네비어 왕비와 결혼하여 왕좌를 차지하는 음모를 꾸민다. 아더 왕은 빼앗긴 왕국을 되찾기 위해 원탁의 기사들을 소환해 기사도를 맹세하고 대관식 날에 카멜롯 성을 쳐들어가는데… 전설의 기사들이 귀환한다!,리처드 쇼트|리처드 블레이크|팀 펠링햄,,https://movie.naver.com/movie/bi/mi/basic.naver?code=194351,https://movie-phinf.pstatic.net/20200710_261/1594364872582YtlaR_JPEG/movie_image.jpg?type=m77_110_2
1381,킹 오브 프리즘 올 스타즈 -프리즘 쇼☆베스트10-,애니메이션,2020,4.02,7.94,35,"모두를 마음을 사로잡은   오브 프리즘' 시리즈가, 이번엔 킹프리 올스타즈로 다시 스크린에 돌아온다! 팬들이 직접 선정한 주옥같은 프리즘 쇼 베스트 1 을 한자리에! 상상 초월한 프리즘 쇼가 당신의 마음을 사로잡는다! 과연 당신의 가슴을 설레게 할   쇼  주인공은 누가 될 것인가  신개념 엔터테인먼트 쇼의 세계로 여러분을 초대합니다!",테라시마 쥰타|하타나카 타스쿠|사이토 소우마|야시로 타쿠|나가츠카 타쿠마|우치다 유우마|아오이 쇼타|타케우치 슌스케|스기타 토모카즈|카키하라 테츠야|마에노 토모아키|마스다 토시키,,https://movie.naver.com/movie/bi/mi/basic.naver?code=191642,https://movie-phinf.pstatic.net/20200212_11/15814824204898eXba_JPEG/movie_image.jpg?type=m77_110_2
1382,킹덤,액션,2020,4.29,6.2,279,"검 하나로 세상을 평정하려는 열혈 소년   그는 친구의 유언을 따라 찾아간 원두막에서 왕권을 잃고 쫓겨난 황제   만난다. 친구의 비통한 죽음으로 분노하는 것도 잠시, 두 사람은 세상을 평정하고 통일을 향한 모험을 함께 하기로 결의를 다진다. 하지만, 위협하는 세력들은 끊임없이 등장하고 원대한 꿈마저 위태로워지는데… 액션, 스케일, 드라마 모든 것의 신세계가 시작된다!",야마자키 켄토|요시자와 료|하시모토 칸나|나가사와 마사미,혼고 카나타|미츠시마 신노스케|타카시마 마사히로|카나메 준|아베 신노스케|이시바시 렌지|가토 마사야|사카구치 타쿠|우카지 타카시|오오사와 타카오,https://movie.naver.com/movie/bi/mi/basic.naver?code=184308,https://movie-phinf.pstatic.net/20200407_1/1586227298283gBdyp_JPEG/movie_image.jpg?type=m77_110_2
1383,킹덤: 아메리칸 좀비,코미디|드라마,2020,4.09,9.0,1,"좀비가 창궐한 지 수십 년 째, 좀비   존  자신만의 독보적인 매력으로 엄청난 인기를 끌고 방송국에서는 서로 그를 취재하려 앞다툰다. 한편, 엉클 존의 인기를 이용해 돈을 벌기 위한 정체불명의 사람들을 그를 납치할 계획을 세우는데...",랜던 바우저,,https://movie.naver.com/movie/bi/mi/basic.naver?code=193172,https://movie-phinf.pstatic.net/20200326_220/1585205877417XVqIC_JPEG/movie_image.jpg?type=m77_110_2
1384,타발루가와 얼음공주,애니메이션|모험|코미디,2020,1.08,9.26,112,"그린랜드에 사는 꼬마 용   진정한 용의 불을 찾기 위해 아이스랜드로 떠나고 그곳에서 얼음공주   만나 둘은 친구가 된다. 한편, 속임수로 아이스랜드를 지배하던 악당   마지막으로 살아남은 용   없애고 그린랜드까지 차지하려 하는데… 과연,     그린랜드와 아이스랜드를 지켜낼 수 있을까?",김혜성|강은애,임채헌|서반석|박성영|이창민,https://movie.naver.com/movie/bi/mi/basic.naver?code=187507,https://movie-phinf.pstatic.net/20191202_155/15752517587828G1F4_JPEG/movie_image.jpg?type=m77_110_2
1385,타오르는 여인의 초상,드라마,2020,1.16,9.05,1877,"초상화를 그리는   원치 않는 결혼을 앞둔 귀족   결혼 초상화 의뢰를 받는다. 엘로이즈 모르게 그림을 완성해야 하는   비밀스럽게 그녀를 관찰하며 알 수 없는 묘한 감정의 기류에 휩싸이게 된다. 잊을 수 없는, 잊혀지지 않을 사랑의 기억을 마주하게 할 걸작을 만난다!",아델 에넬|노에미 메를랑|루아나 바야미|발레리아 골리노,크리스텔 바라스,https://movie.naver.com/movie/bi/mi/basic.naver?code=185282,https://movie-phinf.pstatic.net/20191220_49/1576828214038i4ukE_JPEG/movie_image.jpg?type=m77_110_2
1386,탈혼이진도: 자객의 기억,액션,2020,11.26,1.5,2,"  국시기. 민국의 민왕이 살아있는 소녀들을 제물로 바치며 하늘에 제를 올리던 밤. 민왕의 조카인 과화와 남당 왕자 이명십, 향룡담 자객 청작은 민국의 보물인   위치가 그려진 지도를 빼앗기 위해 내통하여 민왕을 살해하고 백성들을 모조리 죽인다. 하룻밤 사이에 민국은 멸망하고 민왕의 심복이었던 방존의는 그 전쟁에서 기억을 잃어버린다. 민왕의 심복인 방존의가 지도에 대해 알고 있다고 생각한 이들은 그의 기억을 되살리기 위해 각자의 신분을 속이고 방존의에게 접근한다. 방존의의 기억이 조금씩 돌아오던 어느 날, 그를 보살펴주던 차 점포 행수 전말계가 납치되는 사건이 발생하고, 방존의는 그것이 그를 유인하기 위한 함정이라는 생각은 꿈에도 하지 못한 채 그녀를 찾기 위해 유명곡으로 향하는데 ",진건봉|쉬둥둥|양준우,,https://movie.naver.com/movie/bi/mi/basic.naver?code=200207,https://movie-phinf.pstatic.net/20201120_62/1605860480395M5vMY_JPEG/movie_image.jpg?type=m77_110_2
1387,태백권,코미디|액션|드라마,2020,8.2,5.37,595,"대결을 앞두고 홀연히 자취를 감춘 사형   찾기 위해 속세로 내려온 태백권 전승자   우연히 운명의 그녀   만나 졸지에 가장이 되어 속세에 눌러앉게 된 성준은, 생계의 벽 앞에 평생 수련한 태백권은 무용지물일 뿐이라는 것을 깨닫고 재능을 살려  지압원을 차리게 된다. 그러나 이 또한 순탄치는 않다. 사채업자와 재개발 세력에 의해 지압원과 가족들이 위험에 처하자, 성준은 소중한 것들을 지키기 위해 다시 한 번 태백권을 연마하기 시작하는데... 지압사가 된 강호의 고수, 숨어있던 그의 본능이 폭발한다!",오지호|신소율|정의욱,장동|김결|배민정|박노경|전현수,https://movie.naver.com/movie/bi/mi/basic.naver?code=194485,https://movie-phinf.pstatic.net/20200804_161/1596503561156YypQu_JPEG/movie_image.jpg?type=m77_110_2
1388,태양을 삼켜버린 자들,범죄|액션|스릴러,2020,12.03,8.5,8,고향을 떠나 홀로 상경해 성공한   사업가   인연을 끊고 지냈던 아버지의 장례식을 치르기 위해 황폐해져 버린 고향으로 돌아오자마자 거대한 빚더미에 앉게 되는데… 주어진 시간은 단 이틀! 아무것도 없는 곳에서 남겨진 모든 것을 훔쳐라!,벤 게런스|제시카 맥나미|나다니엘 딘,,https://movie.naver.com/movie/bi/mi/basic.naver?code=184552,https://movie-phinf.pstatic.net/20201126_232/1606358800081e2KhH_JPEG/movie_image.jpg?type=m77_110_2
1389,태양의 소녀들,드라마|전쟁,2020,10.22,9.07,30,"2     극단주의 무장조직   무차별적인 공격으로 참극을 겪은   야지디족의 모든 남성들은 사살되고, 야지디족의 모든 남자아이들은   전투원이 되었고, 야지디족의 모든 여성들과 여자아이들은 성노예로 팔려나갔다. 그리고,   야지디족 여성들은 여성과 생명, 자유를 위해 총을 들었다.   할 일은 증인이 되는 겁니다"" 프랑스 종군 기자   참혹한 전쟁의 실상을 알리기 위해 전선에 뛰어든 그녀는 야지디족 여성 전투 부대   오브 더 썬  함께   만행을 밝히기 위해 총을 들었다. 당신을 전율케 할 위대한 실화!",골쉬프테 파라하니|엠마누엘 베르코,에롤 아프신|에빈 아마드|베히 다나티 아타이,https://movie.naver.com/movie/bi/mi/basic.naver?code=174829,https://movie-phinf.pstatic.net/20201005_1/1601877553323bIajF_JPEG/movie_image.jpg?type=m77_110_2
1390,택배기사의 참교육,드라마|멜로/로맨스,2020,1.29,10.0,1,택배기사의 물건을 받는 젊은 아내 리에. 그 택배기사는 리에가 학창 시절에 아르바이트를 하던 편의점 점장인 토쿠오카라고 깨닫고 서로 재회를 기뻐하게 된다. 토쿠오카의 오랜 욕망...점장일 때부터 리에에 대해서 동정을 하고 있던 토쿠오카는…,,,https://movie.naver.com/movie/bi/mi/basic.naver?code=191683,https://movie-phinf.pstatic.net/20200117_84/1579249288508DW0sB_JPEG/movie_image.jpg?type=m77_110_2
1391,택스 콜렉터,액션,2020,11.18,4.29,107,  지역 갱들을 관리하며 상납금을 수금하는 최고의 파트너     세상 무서울 것 없는 이들 앞에 조직을 통째로 삼키려는 무법자   나타난다. 지독하고 거칠게 살아남은 두 사람은 조직과 모든 것을 지키기 위해 무자비한 피의 전쟁을 시작하는데…,샤이아 라보프|바비 소토,조지 로페즈|엘피디아 칼리로|라나 파릴라|첼시 렌든,https://movie.naver.com/movie/bi/mi/basic.naver?code=196373,https://movie-phinf.pstatic.net/20201030_23/16040469752481oKW7_JPEG/movie_image.jpg?type=m77_110_2
1392,탱크 투 베를린,드라마|전쟁,2020,12.23,7.0,8,"제  세계대전, 사형 선고를 받게 된 통신 장교   세르게이 레오니도비치' 중위 그를 감시해야 하는 임무를 받은   사형수와 감시자, 전혀 다른 두 사람은 목적지인 육군 본부로 향하면서 극적인 사건들과 마주하게 되는데.. 제  세계대전의 격돌, 그 속에서 피어나는 감동과 우정!",유리 보리소프|아미르 압디칼리코프|마리야 카르포바,,https://movie.naver.com/movie/bi/mi/basic.naver?code=143619,https://movie-phinf.pstatic.net/20201210_215/1607579501272wSKez_JPEG/movie_image.jpg?type=m77_110_2
1393,터칭 더 보이드,다큐멘터리,2020,9.24,8.11,9,산에서 인연을 맺은 두 친구 조 심슨과 사이몬 예이츠는 아직까지 아무도 등반하지 않은 안데스 산맥의 시울라 그란데 서벽을 등반하기로 결정하고 등반여정에 나선다. 깎아지른 듯한 빙벽을 손도끼와 두 사람을 연결한 자일에 의지해 결국 정상을 정복한 두 사람. 하지만 정상을 내준 시울라 그란데는 이들의 하산여정에 이제껏 경험하지 못한 극한의 고통과 끔찍한 공포를 선사하는데...,브렌단 맥키|니콜라스 아론|리처드 호킹,올리 라이올|조 심슨|사이몬 예이츠,https://movie.naver.com/movie/bi/mi/basic.naver?code=38688,https://movie-phinf.pstatic.net/20200827_108/1598508802876wyOsG_JPEG/movie_image.jpg?type=m77_110_2
1394,터키쉬 아이스크림,드라마|전쟁|코미디,2020,11.12,5.86,7,"오랜 전쟁으로 호주에 정착한 터키 이주민       동네에서 알아주는 얼간이들로 한량처럼 하루를 살아간다. 하지만, 전 세계 공기의 흐름이 순식간에 급변하고 호주에 있는 영국 군인들은 그들의 고향인 오스만 제국을 향해 총구를 겨누기 시작한다. 세 얼간이들은 국가를 위해, 가족을 위해 자신들만의 방식으로 유쾌하고 특별한 반란을 시작하는데…   아이스크림! 찰지고 쫀득한 터키 아이스크림이요 ",알리 아타이|에르칸 콜칵 코스텐딜|차나이 쿠차란,윌 소프|마린 매튜스|이스마일 하지오글루|세남 보조클루|엘머 테직,https://movie.naver.com/movie/bi/mi/basic.naver?code=197699,https://movie-phinf.pstatic.net/20201027_296/1603780108441nQtk8_JPEG/movie_image.jpg?type=m77_110_2
1395,테넷,액션|SF,2020,8.26,8.16,10883,시간의 흐름을 뒤집는 인버전을 통해 현재와 미래를 오가며 세상을   막기 위해 투입된   인버전에 대한 정보를   미술품 감정사이자   대한 복수심이 가득한 그의   협력해 미래의 공격에 맞서 제  세계대전을 막아야 한다!,존 데이비드 워싱턴|로버트 패틴슨|엘리자베스 데비키,마이클 케인|케네스 브래너|클레멘스 포시|히메쉬 파텔|마틴 도노반|애런 존슨|유리 콜로콜니코브|앤드류 하워드|딤플 카파디아,https://movie.naver.com/movie/bi/mi/basic.naver?code=190010,https://movie-phinf.pstatic.net/20200728_86/15959209130236RePy_JPEG/movie_image.jpg?type=m77_110_2
1396,테스와 보낸 여름,드라마,2020,9.1,9.06,149,"엉뚱한 소년   가족과 함께 떠난 바닷가 휴양지에서도 죽음에 대해 고민하는 중이다. 지구에 남은 마지막 공룡은 어떤 마음이었을까 상상하던   언젠가 혼자 남겨질 경우를 대비해   돌입한다. 그런데 섬에서 만난 소녀   인해 계획에 차질이 생기기 시작한다. 첫 만남에 다짜고짜 살사 춤을 추자고 하는 더 엉뚱한 소녀   어디로 튈지 알 수 없는 행동으로   놀라게 한다. 그러던 중 어른들은 모르는   비밀스러운 계획을 알게 된   이에 동참하게 되는데… 얼마 남지 않은 여름의 끝, 그전에 미션을 수행해야 한다! 혼자도 좋지만… 함께여서 더욱 좋은!     인생을 건 여름 프로젝트가 시작된다!",소니 코프스 판 우테렌|조세핀 아렌센|트에보 게리츠마|제니퍼 호프만,줄리안 라스|한스 다즐레|테렌스 슈류어스,https://movie.naver.com/movie/bi/mi/basic.naver?code=183278,https://movie-phinf.pstatic.net/20200814_33/1597368744647OfBOS_JPEG/movie_image.jpg?type=m77_110_2
1397,테슬라,드라마,2020,10.28,4.37,140,"니콜라 테슬라는 교류 전류 전송 시스템으로 에디슨과의 경쟁에서 승리를 거머쥔다. 하지만 작은 승리로 만족할 수 없었던 테슬라는 세상의 패러다임을 바꿀 위대한 발명에 착수한다. 그의 발명은 다름아닌 빛, 에너지 정보를 전 세계에 무선으로 전송하는 혁신적인 기술. 막대한 연구비가 필요한 그는 최고의 자본가인     모건의 도움을 구하게 되고 콜로라도의 연구소에서 하늘로 번개를 쏘아 올리는 연구를 시작하게 되는데...",에단 호크,이브 휴슨|짐 개피건|카일 맥라클란|루시 월터스|조쉬 해밀턴|에본 모스-바크라크|한나 그로스|제임스 얼바니악|도니 케샤워즈,https://movie.naver.com/movie/bi/mi/basic.naver?code=191919,https://movie-phinf.pstatic.net/20201014_169/1602658084349Db9Hs_JPEG/movie_image.jpg?type=m77_110_2
1398,테우리,드라마,2020,7.09,7.03,36,  전 어느 날 사라진 춘배의 편지가 사촌 동생 짱구에게 배달된다. 편지 안에는 춘배의 연인이었던 복순과 또 다른 사람들에게 전해야 하는 편지들이 들어있다. 짱구는 복순을 찾아 편지를 전하고 함께 장반장을 만난다. 세 사람은   전의 기억을 되짚어가다 결국 편지를 보낸 사람과 마주한다. 그리고 그를 통해 얽힌 실타래가 풀리기 시작하는데…,서현우|한사명|서진원|유지연|김대진,임호경|노시홍|김지원|허나경|성빈|조영지|이근후|최재훈,https://movie.naver.com/movie/bi/mi/basic.naver?code=194661,https://movie-phinf.pstatic.net/20200630_215/1593484150222jgxox_JPEG/movie_image.jpg?type=m77_110_2
1399,토네이도: 지구 재앙의 날,액션,2020,4.24,1.86,22,인기 소설 작가 잭은   전 사라진 아버지의 진실을 밝히기 위해 숲속 산장으로 향했다가 사상 초유의 토네이도를 만나게 된다. 토네이도에서 살아남기 위한 유일한 단서는 아버지가 남긴 녹음기의 메세지! 이제 잭은 목숨을 위협하는 재난 사태에 맞서 살아남아야만 한다.,데이빗 G.B. 브라운,에릭 로버츠|로렌 매 샤퍼|악셀 하니|팀 러브레이스,https://movie.naver.com/movie/bi/mi/basic.naver?code=193071,https://movie-phinf.pstatic.net/20200420_1/1587365741333AD2G1_JPEG/movie_image.jpg?type=m77_110_2
1400,톰보이,드라마,2020,5.14,9.17,457,"새로 이사 온 아이,   파란색을 좋아하고, 끝내주는 축구 실력과 유난히 잘 어울리는 짧은 머리로 친구들을 사로잡는 그의 진짜 이름은   눈물겹게 아름답고, 눈부시게 다정했던 1 살 여름의 비밀 이야기가 시작된다!",조 허란|말론 레바나,진 디슨|소피 카타니|마티유 데미|요한 베로|노아 베로|체옌느 레인|레이얀 더벡리|크리스텔 바라스|발레리 루처,https://movie.naver.com/movie/bi/mi/basic.naver?code=85825,https://movie-phinf.pstatic.net/20200417_103/1587088820009DdKKx_JPEG/movie_image.jpg?type=m77_110_2
